cusno,gender,region,pur_id,product,price,quantity,amount,date,day,time,age_cat,year
1002,1,7,2113507,10,5697.82,22.4,127631.16799999999,2021-07-19,월,18,4,2021
1002,1,7,2118091,20,35877.68,2.7,96869.736,2021-02-16,화,10,4,2021
1002,1,7,2122981,20,47607.8,82.8,3941925.8400000003,2021-04-06,화,24,4,2021
1002,1,7,2110996,10,2446.965,46.9,114762.6585,2021-09-09,목,4,4,2021
1002,1,7,2031322,10,16469.09,13.0,214098.17,2020-08-21,금,19,4,2020
1002,1,7,2142570,10,21463.73,68.6,1472411.8779999998,2021-10-05,화,22,4,2021
1003,0,10,2132240,20,30486.4,2.7,82313.28000000001,2021-11-24,수,3,6,2021
1003,0,10,2128826,10,15264.68,22.4,341928.832,2021-08-16,월,8,6,2021
1003,0,10,2041167,10,46930.43,21.0,985539.03,2020-12-05,토,9,6,2020
1003,0,10,2119927,30,51612.075000000004,29.0,1496750.175,2021-01-18,월,1,6,2021
1003,0,10,2046331,20,41249.48,81.0,3341207.8800000004,2020-08-11,화,18,6,2020
1003,0,10,2112604,30,20832.945,45.0,937482.525,2021-05-19,수,13,6,2021
1003,0,10,2048599,10,28720.35,50.0,1436017.5,2020-09-04,금,15,6,2020
1003,0,10,2123224,20,12683.21,12.6,159808.446,2021-01-11,월,4,6,2021
1003,0,10,2143728,10,11301.68,30.799999999999997,348091.74399999995,2021-03-07,일,13,6,2021
1003,0,10,2123543,10,18901.455,26.599999999999998,502778.703,2021-11-14,일,19,6,2021
1003,0,10,2025745,10,26537.81,97.0,2574167.5700000003,2020-04-05,일,12,6,2020
1003,0,10,2028536,30,36111.81,76.0,2744497.5599999996,2020-10-06,화,16,6,2020
1004,1,9,2111548,30,22922.31,84.0,1925474.04,2021-04-24,토,2,3,2021
1004,1,9,2114084,30,5696.91,13.0,74059.83,2021-06-14,월,13,3,2021
1004,1,9,2134661,10,4176.48,9.1,38005.96799999999,2021-01-12,화,3,3,2021
1004,1,9,2019587,30,42730.19,73.0,3119303.87,2020-05-22,금,14,3,2020
1004,1,9,2049664,20,4961.42,49.0,243109.58000000002,2020-07-15,수,24,3,2020
1004,1,9,2035352,10,35624.42,83.0,2956826.86,2020-12-01,화,19,3,2020
1004,1,9,2024934,20,10910.64,57.0,621906.48,2020-09-28,월,9,3,2020
1004,1,9,2033449,20,44768.43,76.0,3402400.68,2020-05-08,금,7,3,2020
1004,1,9,2047048,20,34408.92,84.0,2890349.28,2020-07-29,수,18,3,2020
1004,1,9,2122979,20,11373.88,24.3,276385.284,2021-12-12,일,23,3,2021
1004,1,9,2135229,20,31593.03,20.7,653975.7209999999,2021-04-16,금,15,3,2021
1004,1,9,2037666,10,13344.29,19.0,253541.51,2020-07-10,금,22,3,2020
1005,1,2,2021317,10,14030.85,28.0,392863.8,2020-05-18,월,23,6,2020
1005,1,2,2125066,30,67867.515,1.0,67867.515,2021-11-29,월,17,6,2021
1005,1,2,2140671,10,5437.255,30.799999999999997,167467.454,2021-06-09,수,17,6,2021
1005,1,2,2044769,20,19530.91,8.0,156247.28,2020-10-13,화,15,6,2020
1005,1,2,2138592,20,27114.46,36.0,976120.5599999999,2021-01-27,수,22,6,2021
1005,1,2,2019986,30,17517.99,50.0,875899.5000000001,2020-11-09,월,22,6,2020
1005,1,2,2014901,20,22425.15,40.0,897006.0,2020-09-27,일,16,6,2020
1005,1,2,2134793,10,20038.25,56.699999999999996,1136168.775,2021-10-17,일,23,6,2021
1006,0,8,2147722,30,66254.955,32.0,2120158.56,2021-01-30,토,14,3,2021
1006,0,8,2045805,10,10233.43,31.0,317236.33,2020-02-25,화,3,3,2020
1006,0,8,2021095,30,17125.21,91.0,1558394.1099999999,2020-07-10,금,6,3,2020
1006,0,8,2047282,10,46699.14,64.0,2988744.96,2020-04-22,수,20,3,2020
1006,0,8,2115011,20,41830.86,79.2,3313004.112,2021-10-01,금,12,3,2021
1006,0,8,2145927,20,36011.19,17.1,615791.349,2021-01-17,일,6,3,2021
1007,1,7,2116151,10,2877.95,66.5,191383.675,2021-02-03,수,24,5,2021
1007,1,7,2118277,30,17834.715,66.0,1177091.19,2021-05-03,월,8,5,2021
1007,1,7,2043486,10,37849.51,51.0,1930325.01,2020-03-16,월,13,5,2020
1007,1,7,2145240,30,22517.895,72.0,1621288.44,2021-09-16,목,13,5,2021
1007,1,7,2145144,10,8500.815,42.699999999999996,362984.8005,2021-06-22,화,15,5,2021
1007,1,7,2028525,10,36160.6,66.0,2386599.6,2020-12-01,화,14,5,2020
1008,1,6,2145889,10,20284.08,32.199999999999996,653147.3759999999,2021-06-13,일,22,1,2021
1008,1,6,2136646,10,24058.69,62.99999999999999,1515697.4699999997,2021-12-09,목,23,1,2021
1008,1,6,2148898,10,16912.23,30.799999999999997,520896.68399999995,2021-09-14,화,4,1,2021
1008,1,6,2029576,30,31039.11,36.0,1117407.96,2020-03-14,토,14,1,2020
1008,1,6,2149584,30,25341.315,39.0,988311.2849999999,2021-09-15,수,23,1,2021
1008,1,6,2027244,10,19047.72,63.0,1200006.36,2020-01-31,금,19,1,2020
1008,1,6,2111560,20,43078.75,12.6,542792.25,2021-04-07,수,24,1,2021
1008,1,6,2013365,30,15955.56,48.0,765866.88,2020-09-25,금,16,1,2020
1008,1,6,2143185,10,3022.725,27.299999999999997,82520.39249999999,2021-12-07,화,13,1,2021
1008,1,6,2043215,30,42907.16,80.0,3432572.8000000003,2020-06-06,토,4,1,2020
1008,1,6,2030652,30,24663.71,73.0,1800450.8299999998,2020-11-15,일,24,1,2020
1008,1,6,2018315,30,25370.05,75.0,1902753.75,2020-10-16,금,20,1,2020
1009,1,2,2117411,30,63414.435,49.0,3107307.315,2021-03-12,금,11,4,2021
1009,1,2,2119138,10,19956.21,53.199999999999996,1061670.372,2021-12-04,토,1,4,2021
1009,1,2,2148960,20,40981.99,65.7,2692516.743,2021-01-13,수,5,4,2021
1009,1,2,2141484,10,6574.2,23.799999999999997,156465.95999999996,2021-03-25,목,9,4,2021
1009,1,2,2030675,20,10080.51,7.0,70563.57,2020-04-18,토,14,4,2020
1009,1,2,2115535,20,1300.73,51.300000000000004,66727.44900000001,2021-07-21,수,8,4,2021
1009,1,2,2012449,30,39029.98,41.0,1600229.1800000002,2020-06-12,금,6,4,2020
1009,1,2,2143582,30,64813.83,48.0,3111063.84,2021-02-02,화,23,4,2021
1009,1,2,2012190,20,23273.89,66.0,1536076.74,2020-10-25,일,2,4,2020
1009,1,2,2112958,20,21001.5,57.6,1209686.4000000001,2021-03-17,수,23,4,2021
1009,1,2,2127551,20,2125.12,47.7,101368.224,2021-04-29,목,3,4,2021
1009,1,2,2145125,30,12268.695,76.0,932420.82,2021-05-24,월,20,4,2021
1009,1,2,2149263,10,15107.95,50.4,761440.68,2021-07-25,일,21,4,2021
1010,1,4,2037101,10,42878.18,22.0,943319.96,2020-01-21,화,13,6,2020
1010,1,4,2127008,10,2642.355,41.3,109129.2615,2021-10-06,수,14,6,2021
1010,1,4,2048080,20,9980.69,75.0,748551.75,2020-10-31,토,22,6,2020
1010,1,4,2119301,10,17446.17,22.4,390794.2079999999,2021-02-02,화,2,6,2021
1010,1,4,2126830,30,74568.375,39.0,2908166.625,2021-12-11,토,18,6,2021
1010,1,4,2118721,30,10243.83,62.0,635117.46,2021-12-17,금,22,6,2021
1010,1,4,2022705,10,13298.27,66.0,877685.8200000001,2020-04-01,수,20,6,2020
1010,1,4,2120626,10,17394.12,14.7,255693.56399999998,2021-05-22,토,13,6,2021
1010,1,4,2024510,20,47797.02,27.0,1290519.5399999998,2020-04-27,월,11,6,2020
1010,1,4,2126990,10,11174.22,65.1,727441.722,2021-04-25,일,19,6,2021
1010,1,4,2139305,10,16027.87,28.0,448780.36000000004,2021-04-05,월,17,6,2021
1011,0,8,2112651,20,6220.9,36.0,223952.4,2021-05-06,목,1,3,2021
1011,0,8,2018674,10,46590.39,92.0,4286315.88,2020-05-05,화,2,3,2020
1011,0,8,2127357,20,5296.23,14.4,76265.712,2021-03-10,수,20,3,2021
1011,0,8,2022975,20,2379.62,10.0,23796.199999999997,2020-10-26,월,18,3,2020
1011,0,8,2123342,30,66956.775,93.0,6226980.074999999,2021-01-03,일,12,3,2021
1011,0,8,2014012,20,12472.44,21.0,261921.24000000002,2020-10-08,목,1,3,2020
1011,0,8,2046179,20,47960.56,20.0,959211.2,2020-02-09,일,5,3,2020
1011,0,8,2130617,20,30126.18,26.1,786293.2980000001,2021-07-24,토,18,3,2021
1011,0,8,2120665,30,61353.03,7.0,429471.20999999996,2021-04-19,월,2,3,2021
1011,0,8,2033920,10,34575.26,30.0,1037257.8,2020-08-11,화,2,3,2020
1012,0,4,2041483,10,22526.79,57.0,1284027.03,2020-03-24,화,17,4,2020
1012,0,4,2115966,20,39421.59,11.700000000000001,461232.603,2021-10-19,화,20,4,2021
1012,0,4,2042255,10,40903.53,42.0,1717948.26,2020-08-03,월,24,4,2020
1012,0,4,2138482,30,55320.405,87.0,4812875.235,2021-06-15,화,4,4,2021
1012,0,4,2149451,30,21286.35,50.0,1064317.5,2021-06-21,월,8,4,2021
1012,0,4,2131447,30,51705.19499999999,44.0,2275028.5799999996,2021-05-15,토,15,4,2021
1012,0,4,2012904,30,22130.92,62.0,1372117.0399999998,2020-05-01,금,17,4,2020
1012,0,4,2140840,20,39423.4,6.3,248367.42,2021-03-17,수,13,4,2021
1012,0,4,2036112,30,47226.1,83.0,3919766.3,2020-05-03,일,6,4,2020
1012,0,4,2018263,30,2309.36,12.0,27712.32,2020-09-04,금,19,4,2020
1012,0,4,2021057,10,1387.35,56.0,77691.59999999999,2020-02-28,금,15,4,2020
1012,0,4,2025651,20,2285.67,54.0,123426.18000000001,2020-07-29,수,12,4,2020
1012,0,4,2147096,10,5452.25,60.199999999999996,328225.44999999995,2021-09-22,수,12,4,2021
1012,0,4,2038838,10,12893.62,94.0,1212000.28,2020-04-16,목,10,4,2020
1012,0,4,2036373,30,6581.69,63.0,414646.47,2020-06-24,수,9,4,2020
1012,0,4,2140827,20,48498.44,1.8,87297.19200000001,2021-06-18,금,19,4,2021
1012,0,4,2139769,30,16538.699999999997,45.0,744241.4999999999,2021-10-29,금,23,4,2021
1012,0,4,2134016,30,70468.57500000001,15.0,1057028.6250000002,2021-04-01,목,13,4,2021
1012,0,4,2012876,10,13082.39,13.0,170071.07,2020-06-07,일,9,4,2020
1012,0,4,2141705,20,20649.82,36.0,743393.52,2021-01-21,목,13,4,2021
1012,0,4,2146570,20,9291.54,6.3,58536.702000000005,2021-06-18,금,17,4,2021
1013,0,4,2119593,20,8835.33,83.7,739517.121,2021-04-20,화,17,4,2021
1013,0,4,2036629,30,11235.44,94.0,1056131.36,2020-07-21,화,11,4,2020
1013,0,4,2011439,20,43769.94,10.0,437699.4,2020-05-11,월,5,4,2020
1013,0,4,2018831,10,42639.55,38.0,1620302.9000000001,2020-03-30,월,15,4,2020
1013,0,4,2017235,20,12248.47,31.0,379702.57,2020-05-27,수,4,4,2020
1013,0,4,2125082,30,6550.799999999999,78.0,510962.39999999997,2021-05-01,토,4,4,2021
1013,0,4,2123239,20,16059.54,5.4,86721.516,2021-04-24,토,7,4,2021
1013,0,4,2035373,30,21019.29,44.0,924848.76,2020-12-11,금,8,4,2020
1013,0,4,2014283,20,21456.6,37.0,793894.2,2020-12-18,금,7,4,2020
1014,0,3,2020651,10,30813.03,86.0,2649920.58,2020-08-30,일,23,2,2020
1014,0,3,2127994,20,11651.64,71.10000000000001,828431.604,2021-02-20,토,9,2,2021
1014,0,3,2137553,30,58521.015,14.0,819294.21,2021-10-31,일,9,2,2021
1014,0,3,2142070,10,9732.325,8.399999999999999,81751.53,2021-12-19,일,14,2,2021
1014,0,3,2013974,10,39055.1,18.0,702991.7999999999,2020-01-21,화,8,2,2020
1014,0,3,2121463,30,18381.704999999998,62.0,1139665.71,2021-10-08,금,3,2,2021
1014,0,3,2144308,10,4879.32,22.4,109296.76799999998,2021-11-09,화,24,2,2021
1014,0,3,2040511,10,12393.03,66.0,817939.9800000001,2020-07-19,일,10,2,2020
1014,0,3,2110510,10,14437.235,61.599999999999994,889333.676,2021-07-31,토,19,2,2021
1014,0,3,2111707,20,15455.1,62.1,959761.7100000001,2021-07-28,수,3,2,2021
1014,0,3,2141190,20,43861.54,17.1,750032.334,2021-04-21,수,23,2,2021
1014,0,3,2010633,10,17623.77,32.0,563960.64,2020-01-04,토,8,2,2020
1014,0,3,2147799,10,24040.38,19.599999999999998,471191.448,2021-08-11,수,3,2,2021
1014,0,3,2146597,30,54584.235,80.0,4366738.8,2021-12-27,월,6,2,2021
1014,0,3,2130856,20,36400.95,20.7,753499.6649999999,2021-12-28,화,23,2,2021
1015,0,7,2010811,10,46594.17,92.0,4286663.64,2020-02-27,목,19,2,2020
1015,0,7,2111599,20,12359.62,27.0,333709.74000000005,2021-07-31,토,2,2,2021
1015,0,7,2017270,10,31236.4,44.0,1374401.6,2020-10-04,일,22,2,2020
1015,0,7,2032027,30,32690.02,12.0,392280.24,2020-10-22,목,20,2,2020
1015,0,7,2147098,20,13184.24,50.4,664485.696,2021-06-29,화,3,2,2021
1015,0,7,2117875,10,4073.27,46.199999999999996,188185.074,2021-01-21,목,15,2,2021
1015,0,7,2015363,20,13253.5,93.0,1232575.5,2020-06-11,목,15,2,2020
1015,0,7,2015266,30,19439.76,27.0,524873.5199999999,2020-06-10,수,5,2,2020
1015,0,7,2125994,10,16614.995,56.0,930439.72,2021-06-12,토,6,2,2021
1015,0,7,2014462,30,11092.98,23.0,255138.53999999998,2020-08-20,목,22,2,2020
1015,0,7,2135326,20,3770.74,23.400000000000002,88235.316,2021-10-01,금,22,2,2021
1015,0,7,2038724,10,40255.6,26.0,1046645.6,2020-04-06,월,19,2,2020
1016,1,3,2129805,10,15437.265,38.5,594334.7025,2021-07-22,목,17,5,2021
1016,1,3,2124937,20,39290.19,45.9,1803419.7210000001,2021-02-06,토,6,5,2021
1016,1,3,2028737,20,6160.47,15.0,92407.05,2020-08-21,금,18,5,2020
1016,1,3,2135547,30,6220.08,53.0,329664.24,2021-06-17,목,17,5,2021
1016,1,3,2028008,20,3101.47,70.0,217102.9,2020-07-31,금,16,5,2020
1016,1,3,2031048,10,19664.79,87.0,1710836.73,2020-06-20,토,23,5,2020
1016,1,3,2012266,30,48095.51,16.0,769528.16,2020-06-21,일,3,5,2020
1016,1,3,2010495,30,43753.26,16.0,700052.16,2020-07-17,금,17,5,2020
1016,1,3,2147158,20,2493.15,23.400000000000002,58339.71000000001,2021-09-09,목,14,5,2021
1016,1,3,2125203,20,33109.27,45.0,1489917.15,2021-10-13,수,10,5,2021
1016,1,3,2130642,10,19108.74,28.7,548420.838,2021-11-18,목,4,5,2021
1016,1,3,2116148,10,2124.97,11.899999999999999,25287.142999999996,2021-07-16,금,11,5,2021
1017,1,3,2124904,10,14427.045,4.199999999999999,60593.58899999999,2021-04-24,토,14,6,2021
1017,1,3,2137795,30,26123.504999999997,13.0,339605.56499999994,2021-06-08,화,10,6,2021
1017,1,3,2137581,30,3020.19,15.0,45302.85,2021-04-06,화,7,6,2021
1017,1,3,2012316,20,29759.28,63.0,1874834.64,2020-02-11,화,5,6,2020
1017,1,3,2030019,30,41588.87,56.0,2328976.72,2020-11-10,화,7,6,2020
1017,1,3,2133936,10,22925.635,3.5,80239.72249999999,2021-04-27,화,14,6,2021
1017,1,3,2035317,30,32033.9,81.0,2594745.9,2020-02-07,금,5,6,2020
1017,1,3,2029763,30,27499.17,46.0,1264961.8199999998,2020-09-01,화,14,6,2020
1017,1,3,2133166,20,7994.94,37.800000000000004,302208.732,2021-08-20,금,21,6,2021
1017,1,3,2049332,30,4101.59,16.0,65625.44,2020-06-20,토,21,6,2020
1017,1,3,2142259,10,15569.105,13.299999999999999,207069.09649999999,2021-02-11,목,18,6,2021
1018,0,1,2010549,10,3188.37,92.0,293330.04,2020-06-17,수,5,6,2020
1018,0,1,2029294,10,28495.64,69.0,1966199.16,2020-05-03,일,7,6,2020
1018,0,1,2014660,20,22845.06,85.0,1941830.1,2020-11-05,목,16,6,2020
1018,0,1,2025226,30,48163.84,30.0,1444915.2,2020-07-25,토,1,6,2020
1019,0,1,2149920,30,68409.94499999999,10.0,684099.45,2021-09-27,월,14,3,2021
1019,0,1,2023276,10,7143.35,65.0,464317.75,2020-07-30,목,17,3,2020
1019,0,1,2132942,10,18437.575,63.699999999999996,1174473.5275,2021-05-24,월,4,3,2021
1019,0,1,2142544,10,12978.425,50.4,654112.62,2021-09-14,화,18,3,2021
1019,0,1,2122182,20,42534.96,27.0,1148443.92,2021-06-03,목,12,3,2021
1019,0,1,2040162,30,6912.31,9.0,62210.79,2020-03-14,토,18,3,2020
1019,0,1,2146381,10,21884.025,58.099999999999994,1271461.8525,2021-08-18,수,11,3,2021
1019,0,1,2037657,20,16493.9,13.0,214420.7,2020-01-05,일,5,3,2020
1019,0,1,2016136,20,32406.59,99.0,3208252.41,2020-10-07,수,14,3,2020
1020,0,8,2131091,20,42460.5,69.3,2942512.65,2021-06-28,월,2,2,2021
1020,0,8,2140843,30,25588.050000000003,65.0,1663223.2500000002,2021-07-16,금,5,2,2021
1020,0,8,2038980,30,17170.31,76.0,1304943.56,2020-10-11,일,24,2,2020
1020,0,8,2031967,10,20095.14,59.0,1185613.26,2020-06-28,일,2,2,2020
1020,0,8,2047925,10,28619.47,57.0,1631309.79,2020-10-26,월,17,2,2020
1020,0,8,2145870,10,10353.995,14.0,144955.93000000002,2021-05-18,화,16,2,2021
1020,0,8,2143879,10,4594.705,16.099999999999998,73974.7505,2021-09-26,일,17,2,2021
1020,0,8,2111236,10,9295.375,27.299999999999997,253763.73749999996,2021-08-26,목,14,2,2021
1020,0,8,2026720,10,6944.59,78.0,541678.02,2020-07-23,목,7,2,2020
1020,0,8,2141378,30,47229.06,66.0,3117117.96,2021-03-30,화,7,2,2021
1020,0,8,2147783,20,16183.39,11.700000000000001,189345.663,2021-08-12,목,24,2,2021
1020,0,8,2142365,20,21305.08,40.5,862855.7400000001,2021-05-11,화,23,2,2021
1020,0,8,2120439,10,5628.63,23.099999999999998,130021.35299999999,2021-07-04,일,2,2,2021
1020,0,8,2131142,30,4548.825000000001,88.0,400296.6000000001,2021-09-11,토,8,2,2021
1021,0,8,2147056,10,2413.22,6.3,15203.285999999998,2021-12-16,목,1,6,2021
1021,0,8,2112593,20,30550.35,32.4,989831.34,2021-08-31,화,9,6,2021
1021,0,8,2011815,10,33944.85,43.0,1459628.55,2020-07-21,화,8,6,2020
1021,0,8,2125783,20,45857.69,17.1,784166.4990000001,2021-08-20,금,19,6,2021
1021,0,8,2013339,10,26732.56,38.0,1015837.28,2020-03-08,일,10,6,2020
1021,0,8,2017995,30,4871.13,17.0,82809.21,2020-08-09,일,9,6,2020
1021,0,8,2137533,10,14983.765,17.5,262215.8875,2021-02-28,일,24,6,2021
1021,0,8,2035310,30,5150.76,16.0,82412.16,2020-04-11,토,6,6,2020
1021,0,8,2122588,10,10384.78,26.599999999999998,276235.148,2021-06-11,금,22,6,2021
1021,0,8,2029837,30,20044.39,54.0,1082397.06,2020-10-23,금,12,6,2020
1021,0,8,2125502,20,22802.99,72.0,1641815.28,2021-01-18,월,6,6,2021
1021,0,8,2046833,10,38640.13,78.0,3013930.1399999997,2020-12-05,토,20,6,2020
1022,1,7,2035533,30,37868.21,43.0,1628333.03,2020-02-25,화,14,3,2020
1022,1,7,2110098,30,4564.725,27.0,123247.57500000001,2021-04-24,토,19,3,2021
1022,1,7,2115936,20,1228.95,17.1,21015.045000000002,2021-09-25,토,16,3,2021
1022,1,7,2017285,20,19079.34,59.0,1125681.06,2020-11-26,목,12,3,2020
1022,1,7,2122086,30,27229.89,48.0,1307034.72,2021-01-16,토,4,3,2021
1022,1,7,2015791,30,2149.97,24.0,51599.28,2020-12-28,월,22,3,2020
1022,1,7,2014017,30,9822.78,67.0,658126.26,2020-08-02,일,5,3,2020
1022,1,7,2029983,10,34155.4,81.0,2766587.4,2020-03-20,금,23,3,2020
1022,1,7,2040638,10,6657.43,9.0,59916.87,2020-01-22,수,1,3,2020
1022,1,7,2010699,30,3405.95,90.0,306535.5,2020-04-09,목,1,3,2020
1022,1,7,2119221,30,27503.94,3.0,82511.81999999999,2021-11-20,토,17,3,2021
1023,0,10,2136170,30,58372.095,84.0,4903255.98,2021-11-14,일,17,6,2021
1023,0,10,2022467,10,31210.14,61.0,1903818.54,2020-03-14,토,2,6,2020
1023,0,10,2013087,20,42275.9,19.0,803242.1,2020-02-16,일,18,6,2020
1023,0,10,2025756,20,24395.48,60.0,1463728.8,2020-12-19,토,3,6,2020
1023,0,10,2116305,10,12913.62,66.5,858755.7300000001,2021-06-20,일,23,6,2021
1024,1,10,2123033,10,2745.265,69.3,190246.8645,2021-07-24,토,6,6,2021
1024,1,10,2048172,30,25389.79,69.0,1751895.51,2020-11-08,일,15,6,2020
1024,1,10,2139057,10,3939.445,23.099999999999998,91001.1795,2021-08-20,금,24,6,2021
1024,1,10,2135965,20,31498.27,4.5,141742.215,2021-08-09,월,22,6,2021
1024,1,10,2130816,20,45329.74,27.0,1223902.98,2021-10-13,수,22,6,2021
1024,1,10,2123652,30,65238.405,65.0,4240496.325,2021-07-04,일,12,6,2021
1025,0,3,2130957,30,65211.06,84.0,5477729.04,2021-06-05,토,11,3,2021
1025,0,3,2149693,30,74486.85,81.0,6033434.850000001,2021-09-02,목,8,3,2021
1025,0,3,2112151,20,2020.46,32.4,65462.903999999995,2021-02-27,토,15,3,2021
1025,0,3,2047796,20,10045.58,81.0,813691.98,2020-05-24,일,6,3,2020
1025,0,3,2021375,10,4957.13,90.0,446141.7,2020-01-30,목,2,3,2020
1025,0,3,2046707,20,29770.62,75.0,2232796.5,2020-05-30,토,21,3,2020
1025,0,3,2145810,10,14020.38,35.699999999999996,500527.56599999993,2021-02-26,금,22,3,2021
1025,0,3,2013558,10,17796.96,34.0,605096.64,2020-01-22,수,22,3,2020
1025,0,3,2138101,20,43150.43,9.9,427189.25700000004,2021-06-29,화,1,3,2021
1025,0,3,2140099,10,15177.165,45.5,690561.0075000001,2021-10-07,목,23,3,2021
1026,1,10,2025975,30,2428.86,20.0,48577.200000000004,2020-12-24,목,16,4,2020
1026,1,10,2120347,20,30255.35,60.300000000000004,1824397.605,2021-11-07,일,1,4,2021
1026,1,10,2010712,20,28233.98,89.0,2512824.2199999997,2020-05-11,월,21,4,2020
1026,1,10,2047396,10,15233.06,78.0,1188178.68,2020-11-01,일,11,4,2020
1026,1,10,2128955,20,28400.38,54.0,1533620.52,2021-06-23,수,22,4,2021
1026,1,10,2137814,20,3757.52,15.3,57490.056000000004,2021-06-17,목,19,4,2021
1026,1,10,2022573,20,49853.69,4.0,199414.76,2020-03-08,일,10,4,2020
1026,1,10,2022630,10,11447.37,69.0,789868.53,2020-06-17,수,19,4,2020
1026,1,10,2126847,10,13808.375,16.099999999999998,222314.83749999997,2021-03-22,월,20,4,2021
1026,1,10,2130758,30,59514.72,93.0,5534868.96,2021-08-26,목,22,4,2021
1026,1,10,2124735,30,61099.665,30.0,1832989.95,2021-10-25,월,15,4,2021
1026,1,10,2149219,20,32268.78,5.4,174251.412,2021-02-09,화,18,4,2021
1027,1,8,2044882,30,47968.32,83.0,3981370.56,2020-01-14,화,24,1,2020
1027,1,8,2044298,10,9680.13,86.0,832491.1799999999,2020-07-26,일,5,1,2020
1027,1,8,2039218,10,13760.36,10.0,137603.6,2020-09-27,일,13,1,2020
1027,1,8,2012453,30,49594.03,39.0,1934167.17,2020-09-02,수,14,1,2020
1027,1,8,2032274,10,13329.09,11.0,146619.99,2020-08-17,월,22,1,2020
1027,1,8,2040869,30,27380.23,92.0,2518981.16,2020-04-05,일,11,1,2020
1027,1,8,2118331,10,11928.62,40.599999999999994,484301.97199999995,2021-03-09,화,8,1,2021
1027,1,8,2135187,10,4255.005,3.5,14892.5175,2021-04-28,수,3,1,2021
1027,1,8,2143105,20,6687.02,19.8,132402.996,2021-03-11,목,19,1,2021
1027,1,8,2032421,10,6213.79,72.0,447392.88,2020-10-30,금,10,1,2020
1027,1,8,2029750,10,17042.46,12.0,204509.52,2020-01-21,화,21,1,2020
1027,1,8,2034292,10,45699.42,98.0,4478543.16,2020-01-10,금,24,1,2020
1027,1,8,2129389,30,8119.5599999999995,71.0,576488.76,2021-12-07,화,19,1,2021
1027,1,8,2024807,10,36634.64,21.0,769327.44,2020-02-05,수,11,1,2020
1028,0,8,2047406,20,44836.99,40.0,1793479.5999999999,2020-10-07,수,1,3,2020
1028,0,8,2138410,30,14241.57,83.0,1182050.31,2021-12-20,월,23,3,2021
1028,0,8,2125270,20,9269.72,68.4,634048.848,2021-01-24,일,6,3,2021
1028,0,8,2117130,10,3170.17,46.9,148680.973,2021-02-09,화,15,3,2021
1028,0,8,2137122,10,14824.08,46.9,695249.352,2021-06-18,금,21,3,2021
1028,0,8,2017947,10,41672.46,91.0,3792193.86,2020-06-16,화,13,3,2020
1028,0,8,2143826,20,25837.52,89.10000000000001,2302123.032,2021-03-27,토,18,3,2021
1028,0,8,2021885,30,16581.98,35.0,580369.2999999999,2020-03-31,화,9,3,2020
1028,0,8,2128990,30,48893.61,61.0,2982510.21,2021-05-04,화,22,3,2021
1028,0,8,2118354,30,38372.415,6.0,230234.49,2021-11-25,목,9,3,2021
1029,1,9,2131102,30,59566.095,24.0,1429586.28,2021-08-30,월,3,6,2021
1029,1,9,2118724,20,15294.92,4.5,68827.14,2021-08-11,수,13,6,2021
1029,1,9,2043538,20,27364.59,46.0,1258771.14,2020-11-05,목,4,6,2020
1029,1,9,2033401,10,31158.66,1.0,31158.66,2020-03-26,목,23,6,2020
